Starting DroneDriver
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.001600, PID, 0.050000
vel_y, Err, 27.000000, P, 0.033750, I, 0.000000, D, 0.000000, PID, 0.033750
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 27.000000, P, 0.033750, I, 0.000000, D, 0.000000, PID, 0.033750
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000875, PID, 0.035875
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.001600, PID, 0.050000
vel_y, Err, 29.000000, P, 0.036250, I, 0.000000, D, 0.000875, PID, 0.037125
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 29.000000, P, 0.036250, I, 0.000000, D, 0.000000, PID, 0.036250
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 29.000000, P, 0.036250, I, 0.000000, D, 0.000000, PID, 0.036250
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 29.000000, P, 0.036250, I, 0.000000, D, 0.000000, PID, 0.036250
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 30.000000, P, 0.037500, I, 0.000000, D, 0.000875, PID, 0.038375
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 30.000000, P, 0.037500, I, 0.000000, D, 0.000000, PID, 0.037500
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 30.000000, P, 0.037500, I, 0.000000, D, 0.000000, PID, 0.037500
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 31.000000, P, 0.038750, I, 0.000000, D, 0.000875, PID, 0.039625
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 30.000000, P, 0.037500, I, 0.000000, D, -0.000875, PID, 0.036625
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 30.000000, P, 0.037500, I, 0.000000, D, 0.000000, PID, 0.037500
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 30.000000, P, 0.037500, I, 0.000000, D, 0.000000, PID, 0.037500
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 30.000000, P, 0.037500, I, 0.000000, D, 0.000000, PID, 0.037500
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 29.000000, P, 0.036250, I, 0.000000, D, -0.000875, PID, 0.035375
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 29.000000, P, 0.036250, I, 0.000000, D, 0.000000, PID, 0.036250
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 30.000000, P, 0.037500, I, 0.000000, D, 0.000875, PID, 0.038375
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 29.000000, P, 0.036250, I, 0.000000, D, -0.000875, PID, 0.035375
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 29.000000, P, 0.036250, I, 0.000000, D, 0.000000, PID, 0.036250
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 29.000000, P, 0.036250, I, 0.000000, D, 0.000000, PID, 0.036250
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 29.000000, P, 0.036250, I, 0.000000, D, 0.000000, PID, 0.036250
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 29.000000, P, 0.036250, I, 0.000000, D, 0.000000, PID, 0.036250
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, -0.000875, PID, 0.034125
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 27.000000, P, 0.033750, I, 0.000000, D, -0.000875, PID, 0.032875
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 27.000000, P, 0.033750, I, 0.000000, D, 0.000000, PID, 0.033750
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, -0.000875, PID, 0.031625
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 27.000000, P, 0.033750, I, 0.000000, D, 0.000875, PID, 0.034625
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 27.000000, P, 0.033750, I, 0.000000, D, 0.000000, PID, 0.033750
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, -0.000875, PID, 0.031625
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 27.000000, P, 0.033750, I, 0.000000, D, 0.000875, PID, 0.034625
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000875, PID, 0.035875
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 29.000000, P, 0.036250, I, 0.000000, D, 0.000875, PID, 0.037125
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, -0.000875, PID, 0.034125
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.000000, PID, 0.035000
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.001600, PID, 0.050000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, -0.003500, PID, 0.026500
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, 59.000000, P, 0.059000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000875, PID, 0.032125
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, 61.000000, P, 0.061000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 61.000000, P, 0.061000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 61.000000, P, 0.061000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.000000, PID, 0.032500
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, 9.000000, P, 0.011250, I, 0.000000, D, 0.000000, PID, 0.011250
vel_x, Err, 51.000000, P, 0.051000, I, 0.000000, D, -0.004800, PID, 0.046200
vel_y, Err, 2.000000, P, 0.002500, I, 0.000000, D, -0.006125, PID, -0.003625
vel_x, Err, 47.000000, P, 0.047000, I, 0.000000, D, -0.003200, PID, 0.043800
vel_y, Err, -2.000000, P, -0.002500, I, 0.000000, D, -0.003500, PID, -0.006000
vel_x, Err, 41.000000, P, 0.041000, I, 0.000000, D, -0.004800, PID, 0.036200
vel_y, Err, -7.000000, P, -0.008750, I, 0.000000, D, -0.004375, PID, -0.013125
vel_x, Err, 36.000000, P, 0.036000, I, 0.000000, D, -0.004000, PID, 0.032000
vel_y, Err, -11.000000, P, -0.013750, I, 0.000000, D, -0.003500, PID, -0.017250
vel_x, Err, 26.000000, P, 0.026000, I, 0.000000, D, -0.008000, PID, 0.018000
vel_y, Err, -20.000000, P, -0.025000, I, 0.000000, D, -0.007875, PID, -0.032875
vel_x, Err, 21.000000, P, 0.021000, I, 0.000000, D, -0.004000, PID, 0.017000
vel_y, Err, -24.000000, P, -0.030000, I, 0.000000, D, -0.003500, PID, -0.033500
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, -0.001600, PID, 0.017400
vel_y, Err, -27.000000, P, -0.033750, I, 0.000000, D, -0.002625, PID, -0.036375
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, -0.002400, PID, 0.013600
vel_y, Err, -32.000000, P, -0.040000, I, 0.000000, D, -0.004375, PID, -0.044375
vel_x, Err, 13.000000, P, 0.013000, I, 0.000000, D, -0.002400, PID, 0.010600
vel_y, Err, -35.000000, P, -0.043750, I, 0.000000, D, -0.002625, PID, -0.046375
vel_x, Err, 10.000000, P, 0.010000, I, 0.000000, D, -0.002400, PID, 0.007600
vel_y, Err, -36.000000, P, -0.045000, I, 0.000000, D, -0.000875, PID, -0.045875
vel_x, Err, 7.000000, P, 0.007000, I, 0.000000, D, -0.002400, PID, 0.004600
vel_y, Err, -37.000000, P, -0.046250, I, 0.000000, D, -0.000875, PID, -0.047125
vel_x, Err, 3.000000, P, 0.003000, I, 0.000000, D, -0.003200, PID, -0.000200
vel_y, Err, -41.000000, P, -0.051250, I, 0.000000, D, -0.003500, PID, -0.054750
vel_x, Err, 0.000000, P, 0.000000, I, 0.000000, D, -0.002400, PID, -0.002400
vel_y, Err, -40.000000, P, -0.050000, I, 0.000000, D, 0.000875, PID, -0.049125
vel_x, Err, -1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_y, Err, -40.000000, P, -0.050000, I, 0.000000, D, 0.000000, PID, -0.050000
vel_x, Err, -1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_y, Err, -41.000000, P, -0.051250, I, 0.000000, D, -0.000875, PID, -0.052125
vel_x, Err, -2.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_y, Err, -41.000000, P, -0.051250, I, 0.000000, D, 0.000000, PID, -0.051250
vel_x, Err, -3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_y, Err, -42.000000, P, -0.052500, I, 0.000000, D, -0.000875, PID, -0.053375
vel_x, Err, -5.000000, P, -0.005000, I, 0.000000, D, -0.004000, PID, -0.009000
vel_y, Err, -43.000000, P, -0.053750, I, 0.000000, D, -0.000875, PID, -0.054625
vel_x, Err, -7.000000, P, -0.007000, I, 0.000000, D, -0.001600, PID, -0.008600
vel_y, Err, -44.000000, P, -0.055000, I, 0.000000, D, -0.000875, PID, -0.055875
vel_x, Err, -8.000000, P, -0.008000, I, 0.000000, D, -0.000800, PID, -0.008800
vel_y, Err, -44.000000, P, -0.055000, I, 0.000000, D, 0.000000, PID, -0.055000
vel_x, Err, -11.000000, P, -0.011000, I, 0.000000, D, -0.002400, PID, -0.013400
vel_y, Err, -46.000000, P, -0.057500, I, 0.000000, D, -0.001750, PID, -0.059250
vel_x, Err, -13.000000, P, -0.013000, I, 0.000000, D, -0.001600, PID, -0.014600
vel_y, Err, -49.000000, P, -0.061250, I, 0.000000, D, -0.002625, PID, -0.062500
vel_x, Err, -14.000000, P, -0.014000, I, 0.000000, D, -0.000800, PID, -0.014800
vel_y, Err, -50.000000, P, -0.062500, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -15.000000, P, -0.015000, I, 0.000000, D, -0.000800, PID, -0.015800
vel_y, Err, -50.000000, P, -0.062500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, -0.000800, PID, -0.016800
vel_y, Err, -51.000000, P, -0.063750, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, -0.000800, PID, -0.017800
vel_y, Err, -51.000000, P, -0.063750, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -19.000000, P, -0.019000, I, 0.000000, D, -0.001600, PID, -0.020600
vel_y, Err, -51.000000, P, -0.063750, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -19.000000, P, -0.019000, I, 0.000000, D, 0.000000, PID, -0.019000
vel_y, Err, -52.000000, P, -0.065000, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -21.000000, P, -0.021000, I, 0.000000, D, -0.001600, PID, -0.022600
vel_y, Err, -52.000000, P, -0.065000, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -23.000000, P, -0.023000, I, 0.000000, D, -0.001600, PID, -0.024600
vel_y, Err, -53.000000, P, -0.066250, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -24.000000, P, -0.024000, I, 0.000000, D, -0.000800, PID, -0.024800
vel_y, Err, -54.000000, P, -0.067500, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -26.000000, P, -0.026000, I, 0.000000, D, -0.001600, PID, -0.027600
vel_y, Err, -56.000000, P, -0.070000, I, 0.000000, D, -0.001750, PID, -0.062500
vel_x, Err, -27.000000, P, -0.027000, I, 0.000000, D, -0.000800, PID, -0.027800
vel_y, Err, -57.000000, P, -0.071250, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -29.000000, P, -0.029000, I, 0.000000, D, -0.001600, PID, -0.030600
vel_y, Err, -57.000000, P, -0.071250, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -33.000000, P, -0.033000, I, 0.000000, D, -0.003200, PID, -0.036200
vel_y, Err, -57.000000, P, -0.071250, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -34.000000, P, -0.034000, I, 0.000000, D, -0.000800, PID, -0.034800
vel_y, Err, -59.000000, P, -0.073750, I, 0.000000, D, -0.001750, PID, -0.062500
vel_x, Err, -35.000000, P, -0.035000, I, 0.000000, D, -0.000800, PID, -0.035800
vel_y, Err, -60.000000, P, -0.075000, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -37.000000, P, -0.037000, I, 0.000000, D, -0.001600, PID, -0.038600
vel_y, Err, -60.000000, P, -0.075000, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -39.000000, P, -0.039000, I, 0.000000, D, -0.001600, PID, -0.040600
vel_y, Err, -61.000000, P, -0.076250, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -40.000000, P, -0.040000, I, 0.000000, D, -0.000800, PID, -0.040800
vel_y, Err, -60.000000, P, -0.075000, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, -41.000000, P, -0.041000, I, 0.000000, D, -0.000800, PID, -0.041800
vel_y, Err, -61.000000, P, -0.076250, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -41.000000, P, -0.041000, I, 0.000000, D, 0.000000, PID, -0.041000
vel_y, Err, -61.000000, P, -0.076250, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -42.000000, P, -0.042000, I, 0.000000, D, -0.000800, PID, -0.042800
vel_y, Err, -60.000000, P, -0.075000, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, -43.000000, P, -0.043000, I, 0.000000, D, -0.000800, PID, -0.043800
vel_y, Err, -60.000000, P, -0.075000, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -45.000000, P, -0.045000, I, 0.000000, D, -0.001600, PID, -0.046600
vel_y, Err, -61.000000, P, -0.076250, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -46.000000, P, -0.046000, I, 0.000000, D, -0.000800, PID, -0.046800
vel_y, Err, -62.000000, P, -0.077500, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -48.000000, P, -0.048000, I, 0.000000, D, -0.001600, PID, -0.049600
vel_y, Err, -62.000000, P, -0.077500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -50.000000, P, -0.050000, I, 0.000000, D, -0.001600, PID, -0.050000
vel_y, Err, -64.000000, P, -0.080000, I, 0.000000, D, -0.001750, PID, -0.062500
vel_x, Err, -51.000000, P, -0.051000, I, 0.000000, D, -0.000800, PID, -0.050000
vel_y, Err, -65.000000, P, -0.081250, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -54.000000, P, -0.054000, I, 0.000000, D, -0.002400, PID, -0.050000
vel_y, Err, -65.000000, P, -0.081250, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -54.000000, P, -0.054000, I, 0.000000, D, 0.000000, PID, -0.050000
vel_y, Err, -65.000000, P, -0.081250, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -55.000000, P, -0.055000, I, 0.000000, D, -0.000800, PID, -0.050000
vel_y, Err, -66.000000, P, -0.082500, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -55.000000, P, -0.055000, I, 0.000000, D, 0.000000, PID, -0.050000
vel_y, Err, -67.000000, P, -0.083750, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -56.000000, P, -0.056000, I, 0.000000, D, -0.000800, PID, -0.050000
vel_y, Err, -67.000000, P, -0.083750, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -58.000000, P, -0.058000, I, 0.000000, D, -0.001600, PID, -0.050000
vel_y, Err, -68.000000, P, -0.085000, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -59.000000, P, -0.059000, I, 0.000000, D, -0.000800, PID, -0.050000
vel_y, Err, -70.000000, P, -0.087500, I, 0.000000, D, -0.001750, PID, -0.062500
vel_x, Err, -60.000000, P, -0.060000, I, 0.000000, D, -0.000800, PID, -0.050000
vel_y, Err, -70.000000, P, -0.087500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -60.000000, P, -0.060000, I, 0.000000, D, 0.000000, PID, -0.050000
vel_y, Err, -69.000000, P, -0.086250, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, -61.000000, P, -0.061000, I, 0.000000, D, -0.000800, PID, -0.050000
vel_y, Err, -69.000000, P, -0.086250, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -60.000000, P, -0.060000, I, 0.000000, D, 0.000800, PID, -0.050000
vel_y, Err, -70.000000, P, -0.087500, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, -60.000000, P, -0.060000, I, 0.000000, D, 0.000000, PID, -0.050000
vel_y, Err, -70.000000, P, -0.087500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -61.000000, P, -0.061000, I, 0.000000, D, -0.000800, PID, -0.050000
vel_y, Err, -70.000000, P, -0.087500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -61.000000, P, -0.061000, I, 0.000000, D, 0.000000, PID, -0.050000
vel_y, Err, -70.000000, P, -0.087500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -61.000000, P, -0.061000, I, 0.000000, D, 0.000000, PID, -0.050000
vel_y, Err, -70.000000, P, -0.087500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -61.000000, P, -0.061000, I, 0.000000, D, 0.000000, PID, -0.050000
vel_y, Err, -70.000000, P, -0.087500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -61.000000, P, -0.061000, I, 0.000000, D, 0.000000, PID, -0.050000
vel_y, Err, -70.000000, P, -0.087500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -60.000000, P, -0.060000, I, 0.000000, D, 0.000800, PID, -0.050000
vel_y, Err, -70.000000, P, -0.087500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, -59.000000, P, -0.059000, I, 0.000000, D, 0.000800, PID, -0.050000
vel_y, Err, -69.000000, P, -0.086250, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, -57.000000, P, -0.057000, I, 0.000000, D, 0.001600, PID, -0.050000
vel_y, Err, -66.000000, P, -0.082500, I, 0.000000, D, 0.002625, PID, -0.062500
vel_x, Err, -56.000000, P, -0.056000, I, 0.000000, D, 0.000800, PID, -0.050000
vel_y, Err, -65.000000, P, -0.081250, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, -55.000000, P, -0.055000, I, 0.000000, D, 0.000800, PID, -0.050000
vel_y, Err, -63.000000, P, -0.078750, I, 0.000000, D, 0.001750, PID, -0.062500
vel_x, Err, -53.000000, P, -0.053000, I, 0.000000, D, 0.001600, PID, -0.050000
vel_y, Err, -59.000000, P, -0.073750, I, 0.000000, D, 0.003500, PID, -0.062500
vel_x, Err, -50.000000, P, -0.050000, I, 0.000000, D, 0.002400, PID, -0.047600
vel_y, Err, -55.000000, P, -0.068750, I, 0.000000, D, 0.003500, PID, -0.062500
vel_x, Err, -48.000000, P, -0.048000, I, 0.000000, D, 0.001600, PID, -0.046400
vel_y, Err, -51.000000, P, -0.063750, I, 0.000000, D, 0.003500, PID, -0.060250
vel_x, Err, -45.000000, P, -0.045000, I, 0.000000, D, 0.002400, PID, -0.042600
vel_y, Err, -47.000000, P, -0.058750, I, 0.000000, D, 0.003500, PID, -0.055250
vel_x, Err, -43.000000, P, -0.043000, I, 0.000000, D, 0.001600, PID, -0.041400
vel_y, Err, -41.000000, P, -0.051250, I, 0.000000, D, 0.005250, PID, -0.046000
vel_x, Err, -43.000000, P, -0.043000, I, 0.000000, D, 0.000000, PID, -0.043000
vel_y, Err, -37.000000, P, -0.046250, I, 0.000000, D, 0.003500, PID, -0.042750
